"","hgnc","ensembl_gene_id","entrez","chromosome","start_position","end_position","strand"
"9073","TRIM2","ENSG00000109654",23321,"4",153152163,153339319,"+"
"9074","KIF3A","ENSG00000131437",11127,"5",132692628,132737638,"-"
"9075","IFT140","ENSG00000187535",9742,"16",1510427,1612072,"-"
"9076","GGA2","ENSG00000103365",23062,"16",23462213,23521995,"-"
"9077","BTG3-AS1","ENSG00000280594",110806272,"21",17611691,17643997,"+"
"9078","339942",NA,339942,NA,NA,NA,NA
"9079","STX18-AS1","ENSG00000247708",100507266,"4",4542090,4821468,"+"
"9080","TIFA","ENSG00000145365",92610,"4",112272968,112285955,"-"
"9081","H2BC11","ENSG00000124635",8970,"6",27122657,27132795,"-"
"9082","GPS2","ENSG00000288325",2874,"17",7311324,7315564,"-"
"9083","SPG7","ENSG00000197912",6687,"16",89490719,89557766,"+"
"9084","ZNF408","ENSG00000175213",79797,"11",46701030,46705912,"+"
"9085","NANOS1","ENSG00000188613",340719,"10",119029714,119033730,"+"
"9086","113218487",NA,113218487,NA,NA,NA,NA
"9087","105378586",NA,105378586,NA,NA,NA,NA
"9088","LINC02908","ENSG00000180539",401563,"9",137027464,137037957,"+"
"9089","AAR2","ENSG00000131043",25980,"20",36236131,36270918,"+"
"9090","CRTAP","ENSG00000170275",10491,"3",33114014,33147773,"+"
"9091","SUPT16H","ENSG00000092201",11198,"14",21351476,21384019,"-"
"9092","METTL16","ENSG00000127804",79066,"17",2405562,2511891,"-"
"9093","MED17","ENSG00000042429",9440,"11",93784227,93814963,"+"
"9094","EXOSC6","ENSG00000223496",118460,"16",70246778,70251940,"-"
"9095","FNBP1L","ENSG00000137942",54874,"1",93448118,93554661,"+"
"9096","COL8A2","ENSG00000171812",1296,"1",36095239,36125222,"-"
"9097","LINC02067","ENSG00000240567",101243545,"3",161426427,161448242,"+"
"9098","107987398",NA,107987398,NA,NA,NA,NA
"9099","SETD6","ENSG00000103037",79918,"16",58515479,58523842,"+"
"9100","100528031",NA,100528031,NA,NA,NA,NA
"9101","EIF6","ENSG00000242372",3692,"20",35278907,35284985,"-"
"9102","CD101-AS1","ENSG00000236137",101929099,"1",117025481,117060845,"-"
"9103","BOLA2-SMG1P6","ENSG00000261740",107282092,"16",29443230,29454651,"-"
"9104","DCP2","ENSG00000172795",167227,"5",112976702,113022195,"+"
"9105","UFM1","ENSG00000120686",51569,"13",38349849,38363619,"+"
"9106","CAMTA1","ENSG00000171735",23261,"1",6785454,7769706,"+"
"9107","COLGALT2","ENSG00000198756",23127,"1",183929854,184037729,"-"
"9108","CPAMD8","ENSG00000160111",27151,"19",16892951,17026815,"-"
"9109","SLC7A5","ENSG00000103257",8140,"16",87830016,87869507,"-"
"9110","IL11RA","ENSG00000137070",3590,"9",34652162,34661902,"+"
"9111","CHD7","ENSG00000171316",55636,"8",60678740,60868028,"+"
"9112","UPP1","ENSG00000183696",7378,"7",48088628,48108736,"+"
"9113","106635683",NA,106635683,NA,NA,NA,NA
"9114","ZNF317","ENSG00000130803",57693,"19",9140397,9163424,"+"
"9115","106632264",NA,106632264,NA,NA,NA,NA
"9116","GPA33","ENSG00000143167",10223,"1",167052836,167166479,"-"
"9117","BMAL2-AS1","ENSG00000245311",101928646,"12",27389789,27446625,"-"
"9118","RASA1","ENSG00000145715",5921,"5",87267883,87391931,"+"
"9119","ABCB4","ENSG00000005471",5244,"7",87401696,87480435,"-"
"9120","CERS5","ENSG00000139624",91012,"12",50129289,50167533,"-"
"9121","DHDDS","ENSG00000117682",79947,"1",26432282,26471306,"+"
"9122","ALMS1","ENSG00000116127",7840,"2",73385758,73625166,"+"
"9123","MFAP3","ENSG00000037749",4238,"5",154038959,154220478,"+"
"9124","SOX7","ENSG00000285438",83595,"8",10723768,10730511,"-"
"9125","TASOR2","ENSG00000108021",54906,"10",5684731,5763779,"+"
"9126","EMC8","ENSG00000131148",10328,"16",85771758,85799608,"-"
"9127","ZNF333","ENSG00000160961",84449,"19",14689801,14733746,"+"
"9128","CAMK2G","ENSG00000148660",818,"10",73812501,73874591,"-"
"9129","HNRNPA1","ENSG00000135486",3178,"12",54280193,54287088,"+"
"9130","ITPK1","ENSG00000100605",3705,"14",92936914,93116320,"-"
"9131","RAP1GAP2","ENSG00000132359",23108,"17",2755705,3037741,"+"
"9132","100507530",NA,100507530,NA,NA,NA,NA
"9133","TRMU","ENSG00000100416",55687,"22",46330875,46357340,"+"
"9134","ZNF461","ENSG00000197808",92283,"19",36636618,36666853,"-"
"9135","COX20","ENSG00000203667",116228,"1",244835616,244845057,"+"
"9136","MSL1","ENSG00000188895",339287,"17",40121971,40136917,"+"
"9137","PLAC9","ENSG00000189129",219348,"10",80131682,80145359,"+"
"9138","ZNF691","ENSG00000164011",51058,"1",42846573,42852477,"+"
"9139","NUP133","ENSG00000069248",55746,"1",229440259,229508341,"-"
"9140","NEU4","ENSG00000277926",129807,"2",241809065,241817413,"+"
"9141","TGFBR2","ENSG00000163513",7048,"3",30606478,30694249,"+"
"9142","FAT2","ENSG00000086570",2196,"5",151504092,151591331,"-"
"9143","ZNF703","ENSG00000183779",80139,"8",37695782,37700019,"+"
"9144","IDE","ENSG00000119912",3416,"10",92451684,92574096,"-"
"9145","INPP5F","ENSG00000198825",22876,"10",119726042,119829147,"+"
"9146","KAT5","ENSG00000172977",10524,"11",65711996,65719604,"+"
"9147","100288730",NA,100288730,NA,NA,NA,NA
"9148","OBI1","ENSG00000152193",79596,"13",78614289,78659155,"-"
"9149","FOXN3","ENSG00000053254",1112,"14",89124871,89619149,"-"
"9150","KNOP1","ENSG00000103550",400506,"16",19701937,19718235,"-"
"9151","SMG1P5","ENSG00000291266",595101,"16",30285018,30335427,"-"
"9152","TK2","ENSG00000166548",7084,"16",66508003,66552544,"-"
"9153","SDHAF1","ENSG00000205138",644096,"19",35995188,35996312,"+"
"9154","GCNA","ENSG00000147174",93953,"X",71578437,71613583,"+"
"9155","ZNF275","ENSG00000063587",10838,"X",153334147,153360110,"+"
"9156","LINC03105","ENSG00000276077",389831,"21",7430540,7498413,"+"
"9157","105378819",NA,105378819,NA,NA,NA,NA
"9158","PRPF3","ENSG00000117360",9129,"1",150321479,150353233,"+"
"9159","WDR26","ENSG00000162923",80232,"1",224385146,224437033,"-"
"9160","CGGBP1","ENSG00000163320",8545,"3",88051944,88149885,"-"
"9161","SDAD1","ENSG00000198301",55153,"4",75940950,75990962,"-"
"9162","COQ3","ENSG00000132423",51805,"6",99369401,99394195,"-"
"9163","MRPL23","ENSG00000288141",6150,"11",1947278,1984522,"+"
"9164","105371224",NA,105371224,NA,NA,NA,NA
"9165","PKDCC","ENSG00000162878",91461,"2",42048021,42058517,"+"
"9166","105374013",NA,105374013,NA,NA,NA,NA
"9167","100131060",NA,100131060,NA,NA,NA,NA
"9168","GTF2F2","ENSG00000188342",2963,"13",45120510,45284893,"+"
"9169","RMND5B","ENSG00000145916",64777,"5",178130996,178150568,"+"
"9170","GPATCH8","ENSG00000186566",23131,"17",44395281,44503430,"-"
"9171","SNF8","ENSG00000159210",11267,"17",48929316,48944842,"-"
"9172","KCTD7","ENSG00000243335",154881,"7",66628881,66649067,"+"
"9173","PDE9A","ENSG00000160191",5152,"21",42653621,42775509,"+"
"9174","ASB16-AS1","ENSG00000267080",339201,"17",44157293,44187180,"-"
"9175","RMND5A","ENSG00000153561",64795,"2",86720291,86778041,"+"
"9176","SPCS2","ENSG00000118363",9789,"11",74949261,74979033,"+"
"9177","MPG","ENSG00000103152",4350,"16",77007,85851,"+"
"9178","107987250",NA,107987250,NA,NA,NA,NA
"9179","7696",NA,7696,NA,NA,NA,NA
"9180","POLR3F","ENSG00000132664",10621,"20",18466878,18484648,"+"
"9181","CDON","ENSG00000064309",50937,"11",125955796,126063335,"-"
"9182","CPNE8","ENSG00000139117",144402,"12",38646822,38907430,"-"
"9183","645332",NA,645332,NA,NA,NA,NA
"9184","CELA1","ENSG00000139610",1990,"12",51328442,51346679,"-"
"9185","CPD","ENSG00000108582",1362,"17",30378927,30469989,"+"
"9186","FXYD1","ENSG00000266964",5348,"19",35138824,35143109,"+"
"9187","HSPA13","ENSG00000155304",6782,"21",14371115,14383484,"-"
"9188","COG1","ENSG00000166685",9382,"17",73193055,73208507,"+"
"9189","GDE1","ENSG00000006007",51573,"16",19501693,19522123,"-"
"9190","100527950",NA,100527950,NA,NA,NA,NA
"9191","HRAS","ENSG00000276536",3265,"11",532242,537321,"-"
"9192","MDC1","ENSG00000234012",9656,"6",30699807,30717447,"-"
"9193","COPE","ENSG00000105669",11316,"19",18899514,18919387,"-"
"9194","GGA3","ENSG00000125447",23163,"17",75236599,75262363,"-"
"9195","GRK4","ENSG00000125388",2868,"4",2963571,3040760,"+"
"9196","CBLL1-AS1","ENSG00000241764",101927974,"7",107739999,107744601,"-"
"9197","KHDRBS3","ENSG00000131773",10656,"8",135457456,135656722,"+"
"9198","NDUFAF1","ENSG00000137806",51103,"15",41387218,41409403,"-"
"9199","AP1G1","ENSG00000166747",164,"16",71729000,71809201,"-"
"9200","MBD3","ENSG00000071655",53615,"19",1573596,1592865,"-"
"9201","UVSSA","ENSG00000163945",57654,"4",1345691,1395989,"+"
"9202","HDAC8","ENSG00000147099",55869,"X",72329516,72573101,"-"
"9203","ETF1","ENSG00000120705",2107,"5",138506095,138543236,"-"
"9204","ALDH3A2","ENSG00000072210",224,"17",19648136,19685760,"+"
"9205","ZNF610","ENSG00000167554",162963,"19",52336243,52367778,"+"
"9206","649395",NA,649395,NA,NA,NA,NA
"9207","SYT1","ENSG00000067715",6857,"12",78863993,79452008,"+"
"9208","TMEM225B","ENSG00000244219",100289187,"7",99598267,99611045,"+"
"9209","RHBDF1","ENSG00000007384",64285,"16",58059,76355,"-"
"9210","CD200R1","ENSG00000163606",131450,"3",112921205,112975103,"-"
"9211","RIOK3","ENSG00000101782",8780,"18",23453287,23486603,"+"
"9212","CDK9","ENSG00000136807",1025,"9",127785679,127790792,"+"
"9213","KHDC4","ENSG00000132680",22889,"1",155913045,155934413,"-"
"9214","NDUFV1","ENSG00000167792",4723,"11",67605653,67612554,"+"
"9215","NCOA4","ENSG00000266412",8031,"10",46005088,46030623,"-"
"9216","MREG","ENSG00000118242",55686,"2",215942584,216034096,"-"
"9217","COG2","ENSG00000135775",22796,"1",230642481,230693982,"+"
"9218","ARFIP2","ENSG00000132254",23647,"11",6474683,6481479,"-"
"9219","RXYLT1-AS1","ENSG00000255850",104169670,"12",63804739,63822219,"-"
"9220","MED28","ENSG00000118579",80306,"4",17614641,17634105,"+"
"9221","KLHL25","ENSG00000183655",64410,"15",85759326,85794925,"-"
"9222","SH3PXD2A-AS1","ENSG00000280693",100505839,"10",103745966,103755423,"+"
"9223","MKNK1-AS1","ENSG00000269956",100507423,"1",46538611,46570255,"+"
"9224","NBPF15","ENSG00000266338",284565,"1",144421390,144461676,"-"
"9225","EFCAB13-DT","ENSG00000263293",653479,"17",47279525,47492672,"-"
"9226","NBL1.1","ENSG00000158747",100532736,"1",19596979,19658456,"+"
"9227","ECHDC3","ENSG00000134463",79746,"10",11742366,11764070,"+"
"9228","ALG1L9P","ENSG00000293546",285407,"11",71673885,71813859,"-"
"9229","JCHAIN","ENSG00000132465",3512,"4",70655541,70681817,"-"
"9230","INPPL1","ENSG00000165458",3636,"11",72223701,72239147,"+"
"9231","NUDT21","ENSG00000167005",11051,"16",56429133,56452199,"-"
"9232","GTPBP3","ENSG00000130299",84705,"19",17334920,17342731,"+"
"9233","PCDHB15","ENSG00000291695",56121,"5",141245395,141249365,"+"
"9234","SYNDIG1L","ENSG00000183379",646658,"14",74405894,74426210,"-"
"9235","MOSMO","ENSG00000284487",730094,"16",22007638,22087534,"+"
"9236","AK4","ENSG00000162433",205,"1",65147549,65232145,"+"
"9237","HS1BP3","ENSG00000118960",64342,"2",20560448,20651130,"-"
"9238","DYNC2I1","ENSG00000126870",55112,"7",158856558,158956747,"+"
"9239","TNFRSF10C","ENSG00000173535",8794,"8",23102921,23117445,"+"
"9240","ZDHHC6","ENSG00000023041",64429,"10",112424428,112447572,"-"
"9241","PPFIBP2","ENSG00000166387",8495,"11",7513298,7657127,"+"
"9242","CCDC15","ENSG00000149548",80071,"11",124954121,125041489,"+"
"9243","388507",NA,388507,NA,NA,NA,NA
"9244","LINC03105.1","ENSG00000276077",102724701,"21",7430540,7498413,"+"
"9245","RAB33A","ENSG00000134594",9363,"X",130171962,130184870,"+"
"9246","VPS33B","ENSG00000184056",26276,"15",90998673,91022603,"-"
"9247","GPR199P","ENSG00000293382",653160,"1",34975699,34978706,"-"
"9248","RCOR3","ENSG00000117625",55758,"1",211258377,211316385,"+"
"9249","CCDC51","ENSG00000164051",79714,"3",48432164,48440456,"-"
"9250","MUC20","ENSG00000276583",200958,"3",195720884,195741123,"+"
"9251","NSUN2","ENSG00000037474",54888,"5",6599239,6633291,"-"
"9252","PGGT1B","ENSG00000164219",5229,"5",115204012,115262877,"-"
"9253","MIR5090","ENSG00000284176",100847073,"7",102465742,102465826,"+"
"9254","107986845",NA,107986845,NA,NA,NA,NA
"9255","AGAP7P","ENSG00000264204",653268,"10",46109621,46131358,"+"
"9256","DNAJC9-AS1","ENSG00000236756",414245,"10",73247341,73276984,"+"
"9257","ATXN2","ENSG00000204842",6311,"12",111443485,111599676,"-"
"9258","ZKSCAN2","ENSG00000155592",342357,"16",25236001,25257845,"-"
"9259","MEF2B","ENSG00000213999",4207,"19",19145567,19192131,"-"
"9260","POP4","ENSG00000105171",10775,"19",29606283,29617237,"+"
"9261","SSC5D","ENSG00000179954",284297,"19",55488404,55519099,"+"
"9262","POC5","ENSG00000152359",134359,"5",75674124,75717448,"-"
"9263","RAB5C","ENSG00000108774",5878,"17",42124978,42155044,"-"
"9264","GHDC","ENSG00000167925",84514,"17",42188799,42194513,"-"
"9265","ZNF22","ENSG00000165512",7570,"10",45000923,45005326,"+"
"9266","RRP8","ENSG00000132275",23378,"11",6595072,6603616,"-"
"9267","BRF2","ENSG00000104221",55290,"8",37843268,37849861,"-"
"9268","DAGLA","ENSG00000134780",747,"11",61680391,61747001,"+"
"9269","HNRNPA2B1","ENSG00000122566",3181,"7",26171151,26201529,"-"
"9270","IPPK","ENSG00000127080",64768,"9",92613183,92670131,"-"
"9271","SLC51A","ENSG00000163959",200931,"3",196211487,196243178,"+"
"9272","AHSA2P","ENSG00000293434",130872,"2",61177418,61191203,"+"
"9273","112268140",NA,112268140,NA,NA,NA,NA
"9274","107984658",NA,107984658,NA,NA,NA,NA
"9275","105372245",NA,105372245,NA,NA,NA,NA
"9276","CELSR2","ENSG00000143126",1952,"1",109249539,109275751,"+"
"9277","TTC17","ENSG00000052841",55761,"11",43358920,43494933,"+"
"9278","POLR2G","ENSG00000168002",5436,"11",62761565,62766710,"+"
"9279","SRSF6","ENSG00000124193",6431,"20",43457893,43466046,"+"
"9280","4566",NA,4566,NA,NA,NA,NA
"9281","SZT2-AS1","ENSG00000229372",100873952,"1",43447776,43448644,"-"
"9282","USP39","ENSG00000168883",10713,"2",85602856,85649283,"+"
"9283","RGPD5","ENSG00000015568",727851,"2",109792758,109857705,"+"
"9284","PLCL1","ENSG00000115896",5334,"2",197804593,198572581,"+"
"9285","11039","ENSG00000300022",11039,"5",70094643,70290341,"-"
"9286","TSPAN32","ENSG00000064201",10077,"11",2301997,2318204,"+"
"9287","GABARAPL1","ENSG00000139112",23710,"12",10212458,10223128,"+"
"9288","SOCS2-AS1","ENSG00000246985",144481,"12",93501115,93571768,"-"
"9289","TXNL4B","ENSG00000140830",54957,"16",72084857,72094431,"-"
"9290","ST6GALNAC2","ENSG00000070731",10610,"17",76565377,76586956,"-"
"9291","ZNF100","ENSG00000274746",163227,"19",21722771,21767579,"-"
"9292","SPATA25","ENSG00000149634",128497,"20",45886491,45887622,"-"
"9293","102724843","ENSG00000277067",102724843,"21",7048748,7116635,"+"
"9294","PAXBP1","ENSG00000159086",94104,"21",32733899,32771792,"-"
"9295","LZTR1","ENSG00000099949",8216,"22",20982269,20999032,"+"
"9296","KLHL15","ENSG00000174010",80311,"X",23983716,24027186,"-"
"9297","4568",NA,4568,NA,NA,NA,NA
"9298","PCAT7","ENSG00000231806",101928099,"9",94554599,94603990,"+"
"9299","RCE1","ENSG00000173653",9986,"11",66842835,66846552,"+"
"9300","ADCY4","ENSG00000284814",196883,"14",24318349,24335093,"-"
"9301","PALS1","ENSG00000072415",64398,"14",67240713,67336061,"+"
"9302","DNAAF9","ENSG00000088854",25943,"20",3249306,3407669,"-"
"9303","107984035","ENSG00000288891",107984035,"9",41357964,41505193,"+"
"9304","RAB11B","ENSG00000185236",9230,"19",8389981,8404434,"+"
"9305","HMGCL","ENSG00000117305",3155,"1",23801885,23838620,"-"
"9306","105371490",NA,105371490,NA,NA,NA,NA
"9307","SBDS","ENSG00000126524",51119,"7",66987680,66995693,"-"
"9308","GADD45GIP1","ENSG00000179271",90480,"19",12953119,12957223,"-"
"9309","105376106","ENSG00000301585",105376106,"9",81587664,81590158,"+"
"9310","NPC1","ENSG00000141458",4864,"18",23506184,23586506,"-"
"9311","S100A11","ENSG00000163191",6282,"1",152032506,152047907,"-"
"9312","ITSN2","ENSG00000198399",50618,"2",24202864,24360536,"-"
"9313","FBXL7","ENSG00000183580",23194,"5",15500180,15939795,"+"
"9314","TMEM178B","ENSG00000261115",100507421,"7",141074064,141480380,"+"
"9315","NOM1","ENSG00000146909",64434,"7",156949712,156973176,"+"
"9316","MTUS1-DT","ENSG00000253944",101930275,"8",17801345,17861069,"+"
"9317","DNAJB5","ENSG00000137094",25822,"9",34989641,34998900,"+"
"9318","SEC23A-AS1","ENSG00000258651",105370458,"14",39103140,39108941,"+"
"9319","GINS3","ENSG00000181938",64785,"16",58295080,58406147,"+"
"9320","TMEM220","ENSG00000187824",388335,"17",10699015,10730023,"-"
"9321","PSMC5","ENSG00000087191",5705,"17",63827152,63832026,"+"
"9322","ZSWIM3","ENSG00000132801",140831,"20",45857614,45879122,"+"
"9323","ARAF","ENSG00000078061",369,"X",47561205,47571908,"+"
"9324","NLN","ENSG00000123213",57486,"5",65722205,65871725,"+"
"9325","NAT10","ENSG00000135372",55226,"11",34105617,34147670,"+"
"9326","PAM16","ENSG00000217930",51025,"16",4331549,4355607,"-"
"9327","NFAT5","ENSG00000102908",10725,"16",69565094,69704666,"+"
"9328","4213",NA,4213,NA,NA,NA,NA
"9329","H6PD","ENSG00000049239",9563,"1",9234774,9271337,"+"
"9330","AP5M1","ENSG00000053770",55745,"14",57268924,57298742,"+"
"9331","105372831",NA,105372831,NA,NA,NA,NA
"9332","BECN1","ENSG00000126581",8678,"17",42810134,42833350,"-"
"9333","MFSD2A","ENSG00000168389",84879,"1",39955112,39969968,"+"
"9334","ZDHHC17","ENSG00000186908",23390,"12",76764103,76853696,"+"
"9335","RDH13","ENSG00000275474",112724,"19",55039108,55071291,"-"
"9336","112268254",NA,112268254,NA,NA,NA,NA
"9337","SERP1","ENSG00000120742",27230,"3",150541998,150603228,"-"
"9338","MIR4800","ENSG00000284276",100616358,"4",2250077,2250156,"-"
"9339","LINC00504","ENSG00000248360",201853,"4",14470465,14888169,"-"
"9340","GRAMD2B","ENSG00000155324",65983,"5",126360132,126496494,"+"
"9341","RP9","ENSG00000164610",6100,"7",33094797,33109405,"-"
"9342","ERLIN2","ENSG00000147475",11160,"8",37736601,37758422,"+"
"9343","MMP7","ENSG00000137673",4316,"11",102520508,102530750,"-"
"9344","TSPAN31","ENSG00000135452",6302,"12",57738013,57750219,"+"
"9345","NIPA2","ENSG00000140157",81614,"15",22838644,22869362,"+"
"9346","100529855",NA,100529855,NA,NA,NA,NA
"9347","100379251",NA,100379251,NA,NA,NA,NA
"9348","ZSCAN16-AS1","ENSG00000269293",100129195,"6",28008599,28137319,"-"
"9349","LATS1","ENSG00000131023",9113,"6",149658153,149718105,"-"
"9350","VIM-AS1","ENSG00000229124",100507347,"10",17214239,17230029,"-"
"9351","POLL","ENSG00000166169",27343,"10",101578882,101588270,"-"
"9352","ARHGAP1","ENSG00000175220",392,"11",46677080,46700619,"-"
"9353","UBR7","ENSG00000012963",55148,"14",93207241,93229215,"+"
"9354","KPNA2","ENSG00000182481",3838,"17",68035636,68047364,"+"
"9355","NIBAN3","ENSG00000167483",199786,"19",17523301,17553839,"+"
"9356","LILRA1","ENSG00000275525",11024,"19",54593582,54602381,"+"
"9357","ROMO1","ENSG00000125995",140823,"20",35699272,35700984,"+"
"9358","PRKAR1B-AS1","ENSG00000237181",101926963,"7",601634,608502,"+"
"9359","GSG1","ENSG00000111305",83445,"12",13083532,13103683,"-"
"9360","BMP4","ENSG00000125378",652,"14",53949736,53958761,"-"
"9361","POLR2M","ENSG00000255529",81488,"15",57706695,57782762,"+"
"9362","107987135",NA,107987135,NA,NA,NA,NA
"9363","TMED6","ENSG00000157315",146456,"16",69343250,69351786,"-"
"9364","RALGAPA1","ENSG00000174373",253959,"14",35538352,35809304,"-"
"9365","ZNF354C","ENSG00000177932",30832,"5",179060373,179083977,"+"
"9366","EID1","ENSG00000255302",23741,"15",48878134,48880173,"+"
"9367","MCM3AP-AS1","ENSG00000215424",114044,"21",46228394,46284359,"+"
"9368","MED27","ENSG00000160563",9442,"9",131852928,132079867,"-"
"9369","SELENOI","ENSG00000138018",85465,"2",26308547,26395885,"+"
"9370","SUMO1","ENSG00000116030",7341,"2",202206182,202238599,"-"
"9371","QRICH1","ENSG00000198218",54870,"3",49029707,49094363,"-"
"9372","PRPF40B","ENSG00000110844",25766,"12",49568218,49644666,"+"
"9373","ZNF587B","ENSG00000269343",100293516,"19",57819721,57846238,"+"
"9374","SPAST","ENSG00000021574",6683,"2",32063556,32157637,"+"
"9375","NDUFC2","ENSG00000151366",4718,"11",78068297,78079862,"-"
"9376","USP20","ENSG00000136878",10868,"9",129834698,129881828,"+"
"9377","HRH2","ENSG00000113749",3274,"5",175658030,175710756,"+"
"9378","PSENEN","ENSG00000205155",55851,"19",35745600,35747519,"+"
"9379","NDUFB3","ENSG00000119013",4709,"2",201071433,201085750,"+"
"9380","PDLIM4","ENSG00000131435",8572,"5",132257696,132273454,"+"
"9381","VPS28","ENSG00000285339",51160,"8",144423601,144428563,"-"
"9382","MNAT1","ENSG00000020426",4331,"14",60734742,60969965,"+"
"9383","ADAM10","ENSG00000137845",102,"15",58588809,58749791,"-"
"9384","NRG4","ENSG00000169752",145957,"15",75935969,76059795,"-"
"9385","COPS2","ENSG00000166200",9318,"15",49106068,49155661,"-"
"9386","PSMB4","ENSG00000159377",5692,"1",151399560,151401937,"+"
"9387","CLEC12A","ENSG00000172322",160364,"12",9951316,9995694,"+"
